@Relation EEGDataTraining_74

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4283.08,3999.49,4263.08,4108.72,4330.26,4610.26,4071.79,4619.49,4207.69,4230.77,4210.77,4282.56,4606.15,4364.1,4156.23,4102.22,4122.24,4175.18,4110.48,3980.49,4189.25,4058.73,4039.23,3966.15,3981.6,4067.76,3999.99,4177.44,4022.95,4004.79,4060.23,4199.57,4046.11,4027.01,4124.64,4164.86,3968.17,4114.91,4197.62,4191.06,4194.22,3959.08,4166.89,4159.35,4007.75,3993.07,4127.59,4020.55,4051.17,4155.45,3996.84,4037.06,4062.45,4124.94,3995.35,4047.12,4078.31,4087.86,4151.44,4159.01,4020.36,4131.6,4178.66,4075.81,4054.21,3968.72,4152.85,4040.82,4039.7,4143.66,3977.88,3989.28,4050.44,3971.43,1
4257.44,3960.51,4260,4117.95,4333.85,4624.62,4066.67,4623.59,4211.79,4224.62,4176.41,4269.23,4575.38,4309.74,4075.45,4175.26,4069.42,3969.23,4143.53,4160.19,4011.64,4151.34,4133.41,4148.51,4020.92,3992.66,3962.4,4013.31,4040.52,4068.83,4083.57,3961.31,3998.7,3977.27,4021.23,4117.06,4055.06,4093.69,3960.4,4103.1,3972.44,4086.8,3951.07,4097.15,4163.8,4059.46,4051.51,4142.79,4129.11,4146.88,4070.65,4109.01,4043.99,3974.22,4189.22,4004.87,4158.08,4015.77,3954.17,4084.2,4099.54,4131.63,4042.74,4030.39,4127.06,3960.21,3971.46,4035.39,4007.57,4127.25,4157.17,4126.19,4091.13,3998.41,0
4290.77,3942.56,4237.44,4102.05,4315.9,4608.21,4073.85,4619.49,4201.54,4251.28,4195.38,4285.13,4676.92,4389.74,3990.31,4193.38,3958.45,4159.58,4026.59,4074.43,3960.62,4110.44,4114.87,3954.04,4146.65,4013.54,4037.86,4045.73,3980.28,4098.14,4007.62,4099.09,3961.85,4071.43,3978.32,4158.58,4109.83,4078.17,3965.6,4122.96,4142.92,4089.51,4094.08,3979.72,4178.49,4115.12,4081.22,4097.28,4140.58,4114.32,4024.0,4086.77,4007.17,3982.98,4060.82,4148.09,4053.08,3988.87,4015.93,4069.29,4063.74,4046.97,4066.54,4102.57,4194.81,3982.58,4119.77,4024.81,4174.2,4087.08,3981.38,4136.87,4045.94,4179.75,1
4275.9,3985.64,4244.1,4110.26,4335.9,4629.74,4087.69,4610.26,4197.44,4227.18,4185.64,4256.92,4585.64,4329.74,4073.74,3997.29,3956.78,4141.48,3965.55,4124.93,3988.2,4119.1,4111.16,3998.15,4184.0,4044.28,4142.83,3967.49,4055.22,4182.04,4111.74,4000.15,4020.84,4065.38,4151.49,4045.59,4181.92,4199.88,4178.29,4074.37,3975.96,4056.42,4158.24,4130.33,4033.84,4034.34,3965.61,4087.53,4058.74,4026.2,3967.22,4045.56,4111.51,3967.25,4178.87,4115.56,4084.91,4095.49,4043.72,4190.17,4018.43,4114.0,4058.03,4164.87,4173.81,3990.06,4005.34,3998.09,4046.21,4093.43,4022.52,4107.32,3951.4,4143.17,1
4312.82,4023.08,4258.46,4125.13,4340.51,4621.54,4079.49,4603.59,4212.31,4242.05,4203.08,4285.64,4599.49,4376.92,4109.53,4053.59,4048.85,4152.6,4018.62,4144.67,4093.33,3951.72,4087.17,4038.4,4175.53,4005.08,4129.51,3975.5,3971.52,4173.43,4005.47,4153.15,4109.51,4150.84,3998.49,4112.05,4008.04,4153.81,4020.52,4106.79,4045.91,4160.39,4010.1,4040.6,3962.52,4161.33,4085.81,4198.95,4144.79,4102.86,4070.02,4186.5,4119.03,4163.53,4172.4,3976.86,4042.97,4076.55,4178.93,3988.4,4180.73,4175.23,4050.08,4131.38,4013.71,4175.61,4182.96,4116.09,4058.32,4138.78,3986.95,4161.37,4033.9,4168.14,0
4426.67,4086.15,4310.77,4169.23,4326.15,4596.92,4058.97,4597.44,4177.95,4220,4224.62,4316.92,4653.33,4482.05,4167.59,4045.47,4127.15,4160.34,4010.06,4063.82,4140.65,4062.79,3993.03,4118.03,4148.98,4064.74,4192.46,3983.03,4183.24,4062.98,4105.52,4120.38,4028.29,4046.65,4187.08,4147.3,4152.71,3970.62,4023.69,4170.96,4017.18,4028.26,3992.58,4131.57,4043.66,4157.76,4152.56,4150.22,4167.97,4002.37,4113.05,4122.83,4192.28,4189.95,3952.64,4067.91,4181.91,4066.73,4157.73,4109.7,3965.34,4161.76,4193.27,4001.72,3993.29,4097.26,4181.4,4157.15,4093.61,4004.89,3979.83,4141.69,4047.01,4115.08,0
4349.23,4043.08,4277.44,4121.03,4342.05,4621.54,4088.72,4604.62,4187.69,4232.82,4208.21,4294.87,4612.31,4394.87,4178.72,4091.73,4170.35,4093.64,4084.16,4071.68,4034.92,4087.42,3955.54,4038.57,4104.93,4021.39,4051.12,4035.86,4166.81,4068.63,3999.51,4197.56,4081.81,4146.06,4134.86,4116.52,3986.33,4117.09,4013.23,3966.46,4102.82,3999.26,3973.39,4127.46,4163.41,4000.25,4080.08,4170.47,4163.7,4110.92,4079.05,4028.5,3988.27,4036.42,3995.06,4011.75,4162.29,4130.63,4047.6,4028.33,3964.78,4157.9,4034.67,4194.46,4182.25,4016.42,4131.74,4064.0,4013.97,3953.61,4124.52,3954.16,4039.88,4177.16,0
4264.62,3968.21,4240,4091.79,4339.49,4630.26,4073.85,4634.87,4207.18,4241.03,4213.33,4269.23,4602.56,4332.82,4000.11,4162.21,4122.84,4078.79,3988.19,3979.41,4060.04,4180.36,4170.85,4002.54,4015.9,4129.99,4044.87,3953.03,3981.72,3961.9,4030.22,4043.75,4106.6,4040.64,4180.2,3983.54,4095.26,4118.77,3950.11,4157.79,3996.64,4145.37,4177.55,4008.19,3953.16,4121.56,4059.79,4199.66,4168.89,3995.99,3973.71,4026.08,4191.75,3964.67,4132.87,3989.73,4074.9,4159.1,4155.05,4124.98,3971.47,3959.29,3950.18,4064.83,3986.6,3986.18,4158.52,4081.47,4196.15,3983.39,4126.08,4109.73,4093.04,4149.57,0
4295.38,3982.05,4263.59,4106.15,4327.18,4626.15,4083.08,4627.69,4211.79,4245.64,4208.72,4294.87,4598.97,4369.23,4053.36,4168.59,4188.53,3962.86,4011.18,4166.9,4049.41,4013.2,4025.37,4075.77,3969.12,3977.4,4082.86,4009.47,4082.87,3992.44,4167.22,4189.79,4096.43,3993.43,3980.23,4121.36,4153.88,4160.37,4118.68,4037.85,4028.87,4029.95,4174.13,4041.78,4061.85,4099.75,4142.42,3988.37,4130.54,4051.29,4141.21,4136.82,4127.8,3985.72,4154.47,3983.47,4052.46,4138.92,4072.42,4036.11,4114.51,4100.14,4075.99,4129.52,4120.83,3980.68,4158.18,4112.61,3970.84,4145.28,4060.04,4093.9,4113.08,4061.62,0
4320.51,4035.9,4275.9,4122.05,4347.18,4615.38,4104.1,4615.38,4210.77,4237.44,4225.64,4300.51,4633.33,4377.95,4056.1,4164.35,4032.5,4114.86,4134.13,3968.99,4068.04,3959.18,4139.64,4182.18,3961.42,4136.12,4159.09,3988.04,4137.16,4062.13,4137.66,4060.63,4159.78,4154.54,4095.6,4040.0,4118.71,4195.82,4132.89,4169.87,4163.47,4150.06,3973.82,4088.23,4036.06,3993.34,3979.49,3990.81,4109.38,3950.16,3987.55,4061.63,4087.28,4040.53,4058.01,4112.42,4024.17,3996.1,3978.87,4078.22,4079.36,3976.81,4126.42,3978.95,3986.1,4154.9,4134.13,4019.83,3970.16,4038.2,4126.41,3955.02,4112.9,3970.77,1
4318.97,3983.59,4262.56,4107.18,4328.21,4622.56,4110.77,4640,4224.1,4222.05,4164.62,4295.38,4608.72,4376.41,4089.04,4149.46,4177.53,3993.16,4041.16,4152.9,3969.04,4026.23,3963.1,4197.79,3979.19,4026.32,4017.85,4069.68,4013.82,4108.68,4163.3,3989.09,4162.08,4062.13,4088.44,4163.24,4014.31,4192.72,4107.28,4179.18,4062.9,4098.95,3955.38,3967.63,4119.51,4188.91,4171.3,4040.15,3982.32,4021.89,4139.59,3983.48,4177.72,4048.89,3979.48,4016.82,3985.22,4143.78,4142.91,4109.73,4180.12,4186.09,3997.1,3981.7,4121.55,4132.88,3950.39,3962.21,3958.46,4124.26,3960.3,4000.86,4097.29,4016.36,1
4343.59,3971.79,4263.59,4118.46,4320,4604.62,4080,4621.03,4206.67,4257.44,4205.64,4303.59,4700.51,4436.92,4041.8,3961.62,4102.38,4171.47,4091.5,3968.99,4189.89,3983.43,4186.36,4132.02,4107.37,4018.71,3960.69,4168.94,3994.46,4197.55,4196.14,4097.97,3982.34,3975.51,4196.2,3970.29,4149.56,4086.6,4195.91,4136.44,4019.3,4123.13,3952.0,4148.08,4089.28,4195.09,4070.36,3983.16,3955.96,3982.47,4006.39,4042.48,4074.82,4062.62,4081.35,4119.25,4016.64,4166.37,3971.35,4035.57,3978.65,4019.41,4023.55,4004.74,4021.2,4044.45,4152.16,4169.25,4071.87,4055.29,4009.08,4020.58,4068.57,4011.72,1
4247.18,4036.92,4261.03,4126.15,4338.97,4625.64,4074.36,4609.23,4191.79,4226.67,4177.95,4260.51,4552.31,4290.26,4011.46,4081.12,4171.47,3999.23,4053.33,3962.06,4182.4,3958.83,3985.92,4184.91,3980.14,4160.97,4191.68,3991.05,4073.03,4128.7,4001.32,4105.98,3995.27,4174.5,4041.24,4167.77,4156.56,4073.3,4122.17,4126.67,4093.62,4158.46,3965.8,3996.05,4131.83,4035.23,4011.57,3982.87,3963.72,3963.56,4163.13,4023.4,4187.16,4108.68,4040.51,4065.07,4060.52,4178.97,4002.01,4110.88,4152.03,4031.84,4128.34,4171.92,4129.85,4189.97,3988.57,4150.04,3957.58,4133.09,4083.24,4102.34,3995.33,4110.37,1
4323.08,4003.08,4266.15,4133.85,4344.62,4609.74,4068.21,4594.87,4196.92,4240,4220,4292.82,4623.59,4378.97,4135.35,3990.27,4132.25,4110.78,4017.19,4098.84,4178.07,3953.31,4013.44,4123.6,4073.31,4053.74,4172.27,4087.37,4119.29,4172.39,4120.06,4058.03,4190.95,4123.38,4072.15,4094.38,3950.09,4150.87,4153.1,4044.43,4167.84,4092.39,3977.49,4011.86,4077.66,4168.24,4116.52,4181.81,4031.82,4158.77,4079.53,4085.65,3965.93,4125.66,4021.97,4064.36,4074.84,4012.42,4069.55,4007.37,4102.85,3995.54,4078.05,4101.12,4087.56,4166.87,3956.94,4113.43,3979.18,4156.35,4031.41,4066.65,4095.26,3975.33,0
4288.21,4006.15,4248.72,4097.44,4333.33,4624.1,4081.03,4615.9,4206.15,4239.49,4204.1,4271.79,4592.82,4338.97,3981.63,4093.32,4119.16,4061.62,3954.12,4124.31,3970.01,4095.59,3976.68,4100.52,4065.28,4119.5,4029.32,4000.07,3999.06,4121.72,4013.63,4181.97,4067.66,4110.9,4033.01,4071.03,4126.98,4146.81,4001.48,4042.05,4114.48,3959.08,4067.77,4112.72,4165.42,4100.22,4126.36,3954.31,4167.19,4147.05,3959.92,4097.55,4016.14,3995.25,4044.3,4051.01,4096.74,4041.06,4161.62,3965.07,4086.39,3954.62,4113.84,4012.73,3990.42,3996.15,4033.28,4150.08,4113.78,4054.71,3968.81,4197.13,4152.18,3959.39,0
4301.54,4003.59,4264.1,4107.18,4340.51,4615.9,4095.9,4618.97,4201.54,4220.51,4184.1,4294.36,4625.13,4365.64,4020.65,4015.11,4086.67,4024.04,4198.68,4149.45,4048.9,4182.63,4094.08,4122.02,4140.92,4185.84,3986.69,3996.42,4140.39,4131.48,4069.48,4199.8,4103.7,4148.03,4141.44,4157.19,4156.11,3955.07,4106.3,3963.43,4013.3,4175.02,4118.79,4154.76,4033.48,4071.82,4151.33,4014.39,4199.79,4007.32,4121.7,4028.94,4106.39,3987.11,4124.81,4105.15,4082.35,3978.89,4117.48,4168.19,4173.74,4121.18,4182.18,4038.22,4005.34,4095.9,4009.05,3950.44,4006.43,4128.65,4180.89,4189.54,4129.34,4156.2,1
4277.95,3962.05,4238.46,4097.95,4333.33,4608.21,4070.26,4600,4183.59,4228.72,4191.28,4261.54,4585.64,4336.41,4144.57,4130.31,4087.66,4197.11,4000.71,3962.12,4095.22,4056.97,4150.52,4002.11,4056.01,3986.23,4166.71,4055.4,3959.84,4094.27,4044.64,3971.4,4068.48,4108.98,4128.58,4180.84,3975.73,3973.87,3991.37,3966.12,4052.22,4155.41,4004.95,3968.7,3967.38,4133.01,4150.5,4024.77,4006.65,3975.52,4157.53,4120.53,4121.81,4142.47,4139.17,4129.15,4123.39,4057.53,4094.76,4134.13,3992.33,4043.24,4137.36,4075.43,3972.06,4126.29,4023.33,4196.16,4100.58,3966.87,4178.43,4123.83,4087.28,4108.95,1
4422.05,4064.62,4296.92,4153.85,4327.18,4612.31,4052.31,4610.77,4190.77,4235.38,4241.03,4315.9,4675.9,4482.05,3962.11,4174.91,4021.51,3957.97,4084.46,4075.83,3951.14,4199.47,4042.45,4019.2,3956.32,4163.84,4005.39,4090.8,3980.46,4150.34,4186.94,4048.43,4064.71,4197.04,3958.19,4118.78,4037.44,4050.17,4129.8,4065.02,4129.48,4190.2,3980.13,4152.7,4118.67,4089.48,4166.69,3988.33,4152.21,4175.98,3970.88,3963.66,3952.71,4130.12,4177.68,4025.77,4178.49,4198.42,4057.49,4122.77,4199.25,4042.33,4126.6,3972.56,4183.0,3952.96,4125.12,4139.59,4098.61,4130.35,4118.64,4069.15,4045.0,4100.71,0
4294.36,3999.49,4264.62,4112.31,4333.85,4626.15,4067.18,4625.13,4201.54,4222.56,4194.87,4284.1,4611.79,4358.46,3952.85,3969.8,4114.69,3991.82,4115.77,3992.34,3951.39,4115.93,3982.01,4077.75,4151.96,4036.85,4054.51,4142.63,4163.11,4041.25,4038.52,4136.87,4040.48,3977.62,4085.95,4061.06,4178.84,4140.05,4144.85,4130.12,4116.62,4134.75,4194.27,4027.55,4171.79,3970.48,4144.27,4170.48,3986.31,4195.84,4048.51,4045.81,4177.38,4091.0,3969.04,3955.74,4016.53,3977.63,4084.51,4062.76,3995.56,3995.33,4151.65,4089.44,4034.62,4069.38,4041.37,3980.15,4172.57,4085.52,4108.94,4107.31,4094.81,4152.12,0
4279.49,3955.9,4263.08,4112.82,4336.41,4634.36,4078.97,4638.97,4212.82,4240.51,4212.82,4291.28,4613.33,4342.05,4094.87,4191.78,3966.02,4105.35,3987.58,4131.51,4067.77,4082.41,4040.42,4193.43,4038.42,3968.77,3983.66,4045.09,4044.32,4145.39,4075.58,4102.45,4068.42,4105.77,4133.82,4101.24,4195.73,4019.23,4101.45,3957.5,4013.87,4063.65,4120.62,3990.95,4011.89,4131.24,4155.38,4178.75,4186.92,4109.18,4140.89,4151.22,3967.3,3992.25,3975.34,4059.38,4068.58,4174.26,4153.29,4001.9,4026.49,3967.99,4037.01,3983.25,4024.49,4011.06,4135.08,3962.35,4063.92,4079.13,4106.71,4141.83,4028.09,4117.61,0
4290.77,4001.54,4250.26,4106.67,4345.64,4582.56,4099.49,4618.46,4211.28,4240,4194.87,4268.72,4584.62,4345.64,4074.69,3966.2,3973.43,3961.23,3958.13,4037.32,3960.18,4010.2,4167.98,3955.88,4174.81,4037.52,4129.14,4084.45,4176.35,4074.03,4117.82,4065.27,3985.53,4035.61,3998.23,4017.84,4099.1,4139.38,3950.21,3990.62,4036.63,3967.0,4054.37,3961.69,3963.23,4110.3,4076.55,4047.33,4031.66,4049.65,4138.77,4028.81,4110.73,4036.05,4037.94,4019.37,4064.07,4069.42,4091.91,4051.12,4051.59,4127.66,4053.76,4067.2,4127.92,4172.36,4161.27,4168.99,3996.31,4096.58,4153.98,3977.74,4125.17,4184.46,0
4307.69,4003.08,4244.62,4121.03,4340.51,4621.54,4076.41,4587.18,4173.85,4231.28,4192.31,4283.59,4595.9,4378.97,4072.42,4098.92,3988.12,3993.04,4095.33,4120.65,4159.82,4033.83,4003.58,3953.06,3962.36,4028.11,4124.27,3971.26,4124.38,4077.93,4194.11,4171.79,3979.11,4058.38,4159.06,4162.96,4158.9,3980.21,4006.26,4046.92,4013.27,4099.99,3951.08,3980.07,4116.24,3951.32,4109.29,4098.57,4117.63,4178.83,4197.26,4162.59,3986.37,4112.88,4020.79,4001.59,4116.15,4015.97,4065.71,4104.03,4040.38,3972.68,3953.45,4107.01,4199.41,3974.49,4140.38,3986.74,4010.75,4138.75,4079.0,4148.43,4124.09,4169.55,0
4326.15,3970.26,4266.15,4108.72,4344.1,4614.36,4083.59,4625.64,4217.95,4260.51,4216.41,4298.97,4609.23,4385.64,4194.76,4124.6,4131.76,4137.14,4018.13,3994.27,4116.76,3984.87,4063.86,4157.13,4046.46,4120.39,4160.56,4101.36,3977.68,4069.82,4181.32,4146.43,4136.82,3994.07,4010.19,4031.85,3954.46,4132.7,4001.46,4157.67,4097.43,4182.43,4137.63,3997.99,4133.39,3984.21,4173.25,4071.43,4150.38,4094.33,4156.83,4016.0,3992.74,4138.59,4078.6,3963.4,4065.37,4079.06,4111.4,4006.86,3962.37,4178.19,4141.62,4125.73,3950.45,4124.86,3958.16,4133.05,4093.69,3986.21,4156.97,4069.88,4195.37,4132.48,1
4280,3965.13,4246.67,4105.13,4326.15,4614.36,4045.13,4612.31,4207.18,4227.18,4191.79,4270.77,4608.72,4338.46,3960.37,4142.81,4050.51,4067.17,4173.07,4045.42,4153.81,4162.44,4085.72,3996.37,4180.88,4125.19,3960.09,4193.01,4199.42,4044.02,4171.83,4040.79,4116.04,4083.41,3987.56,4048.69,4164.69,4160.24,4055.31,4192.96,3987.65,4063.57,4074.03,4115.25,4026.64,4156.58,3965.72,4069.79,4034.22,3991.39,4018.08,4177.24,3985.06,4067.47,4073.12,4051.67,4179.55,4080.39,4182.21,3951.52,4177.32,3960.74,4147.53,4025.91,4016.62,4017.21,4023.82,3983.09,4062.68,4189.64,4012.37,3959.21,4014.27,4152.47,1
4230.26,4015.38,4242.05,4123.59,4342.56,4614.87,4049.74,4588.72,4170.77,4173.85,4123.59,4233.85,4475.9,4266.15,4069.91,4124.05,4135.41,4068.94,4015.37,4160.89,4175.22,4029.18,4094.49,4048.01,4176.83,3972.86,4029.14,4041.0,4103.91,3973.2,4140.11,4084.95,4162.94,4033.81,4121.72,4034.55,4071.25,4157.94,4016.23,4143.56,4036.03,4110.42,4182.02,4031.32,4194.51,3983.66,4049.94,4048.11,4103.46,4030.34,4146.7,4030.24,3999.36,4008.04,4052.78,4173.88,4042.05,3989.04,4141.15,4146.51,4189.16,3982.78,4180.38,4179.01,4153.76,4020.52,4062.89,4115.86,4131.4,4057.38,4199.36,4103.17,4081.76,4191.75,0
4269.23,3965.64,4281.03,4124.1,4332.31,4625.13,4067.18,4614.87,4193.33,4218.97,4186.67,4288.21,4589.74,4322.05,3998.3,3959.02,4128.64,3989.56,3963.58,3972.82,4167.81,4101.34,4102.36,4064.74,4108.46,4013.04,4009.0,4176.82,4009.54,4133.97,4127.63,3984.19,4199.84,4153.48,4111.81,3952.45,3957.06,4008.07,4018.45,4107.04,3991.12,3999.74,3958.02,4155.07,4088.54,3983.19,4105.67,4117.17,4155.35,4096.76,4181.68,4192.28,4059.84,4003.02,3955.95,4193.77,3989.87,4091.16,4077.08,4142.97,4077.53,4038.91,4196.94,4127.3,4043.39,3971.02,4058.77,3965.25,4053.36,4031.04,3986.58,4102.52,4116.68,4033.62,0
4344.1,3989.74,4261.03,4131.79,4347.69,4602.05,4063.08,4600,4190.26,4228.21,4195.9,4276.92,4589.74,4387.69,4019.61,3987.05,4022.45,4034.61,4133.98,4142.51,4165.03,4060.65,4158.89,4199.59,4002.11,4009.49,4123.98,4192.29,4148.22,4139.62,3982.24,3957.15,4128.14,4090.87,4014.52,4154.49,4151.6,4113.17,4104.65,4128.63,4108.87,4172.09,4146.01,4096.87,4075.41,4032.91,4129.78,4045.16,3998.03,4182.74,4179.37,4061.59,3996.23,4065.68,4122.0,4013.48,4154.49,4036.13,3985.46,3996.35,3978.22,4009.32,3966.55,3984.39,4191.64,4054.27,4025.64,4055.17,4051.62,4074.18,4027.78,4128.38,4007.07,4069.38,1
4293.85,4024.62,4248.72,4124.62,4334.87,4585.64,4076.41,4593.33,4180.51,4201.54,4186.15,4272.31,4582.56,4353.33,3974.99,4182.03,3979.78,4146.04,3987.65,4024.66,4187.03,4000.2,4194.89,3984.02,3985.6,4125.62,4030.84,4169.42,4043.35,3957.7,4159.81,4199.68,4041.29,4148.02,4146.05,4192.89,4107.73,4140.27,4165.62,4062.23,3978.84,4076.05,4050.06,4194.2,3976.29,3988.29,4082.64,3960.97,3974.07,3979.54,3990.53,4194.48,4051.24,4124.76,4102.61,4075.27,4198.88,4060.95,4187.55,4022.58,4022.25,4084.42,4130.82,4057.15,4164.81,4037.88,4014.51,4057.82,4131.39,4196.47,4154.42,4151.78,4043.41,4157.5,0
4253.85,3980.51,4233.33,4095.38,4339.49,4606.67,4065.13,4591.28,4180,4211.79,4178.97,4256.41,4592.31,4324.62,4069.31,4003.66,4180.55,4141.14,3982.64,3996.1,4126.63,3991.09,4169.8,3968.24,4145.89,4013.23,4110.9,4143.51,4061.07,4019.43,4067.87,4100.97,4150.22,4081.42,4122.96,3976.01,4159.82,4175.55,4173.51,4039.0,4031.64,4117.56,4007.97,3981.1,3962.63,4057.5,4195.93,4176.16,4117.53,4023.3,4145.3,4085.17,4178.11,4132.32,4086.25,4026.76,4091.31,3975.53,4155.65,4139.98,4018.92,4128.7,4090.67,4062.84,4072.26,4108.85,3993.75,4028.85,4084.48,4080.19,4147.92,4189.22,3974.52,4025.41,1
4298.46,4003.59,4263.59,4121.03,4338.97,4624.1,4070.77,4628.21,4208.21,4238.46,4211.79,4284.62,4589.23,4361.54,4035.19,4118.39,4055.01,4028.5,4056.08,4173.1,4114.4,3967.72,4003.65,4123.46,4064.78,4095.69,4110.58,4088.75,3994.2,3963.56,3985.28,4097.7,4152.19,4119.59,3999.4,4127.27,4110.66,4056.99,4069.91,4161.56,4082.2,3976.8,3964.84,4100.75,3996.11,4036.74,4009.67,4085.32,4090.71,4185.64,4197.31,4050.98,4042.79,4105.92,4050.24,4092.07,4191.3,4107.9,3977.33,3960.12,4047.09,3989.75,4075.74,3986.91,4044.65,4016.47,4049.59,4087.67,4002.83,4191.48,4056.18,4129.19,4034.39,4016.31,0
4294.36,4023.59,4255.38,4123.08,4330.26,4582.56,4092.31,4612.82,4201.54,4227.18,4196.92,4277.44,4593.33,4349.74,3968.09,4162.73,4149.76,4121.4,4099.21,4056.16,3990.86,3966.28,3988.65,4195.13,4061.21,3969.29,3979.7,3972.36,4157.59,3997.23,4069.53,3952.73,4110.56,4040.88,4091.6,4172.19,4173.54,4061.99,4199.1,4180.46,4043.97,4145.45,4128.99,4195.26,3969.07,4182.04,4133.17,4066.48,4083.05,4189.35,4092.99,4136.17,4168.68,3963.77,4101.74,4155.65,4171.64,3960.32,3972.12,4155.14,4193.81,4134.75,3998.34,3996.87,4187.21,4098.81,3981.2,4192.72,4166.1,4186.99,4069.35,4179.78,4072.15,3976.65,0
4295.38,4018.97,4255.9,4117.95,4329.74,4614.87,4087.69,4610.26,4189.74,4220,4190.26,4274.36,4577.95,4346.67,3980.19,4013.74,3966.63,4113.47,3973.93,4039.65,4061.24,4146.83,4034.4,4119.48,4145.01,4123.29,4031.72,3989.46,4030.59,3957.93,4152.73,4036.97,4113.89,4033.68,4077.63,4070.2,4002.3,4013.34,4087.54,4026.49,4053.26,4009.61,4072.78,4024.01,4008.02,3973.34,4135.48,3962.76,3995.69,4196.57,3975.46,4120.46,4086.06,4123.73,4137.59,4141.52,4159.85,3997.45,4071.97,4078.05,3978.93,4046.58,3979.77,3971.84,4148.69,4155.16,4032.39,3961.57,4171.14,4114.04,4024.87,4084.33,4085.31,4137.86,0
4312.82,4024.1,4273.33,4118.97,4341.54,4616.92,4110.26,4621.54,4223.08,4240.51,4212.82,4293.85,4621.54,4362.56,4179.21,4018.36,4087.02,4074.9,4090.37,4014.48,4133.58,4012.88,4190.62,4045.42,3994.3,4177.28,4012.57,4130.64,4105.28,4125.88,4043.97,4127.58,4131.93,4072.65,4083.56,4135.96,4046.83,3984.22,4021.15,4144.71,4072.91,4176.18,4051.49,4151.31,4054.91,4077.41,4132.46,4173.69,3956.15,4089.04,4196.92,4066.65,4064.88,4170.5,4103.8,4041.97,4003.09,4021.76,4059.99,4068.91,4063.59,4007.08,4052.08,4011.09,4090.71,4008.15,4198.99,3996.62,4019.38,3980.44,4002.59,3951.87,4002.71,4036.44,1
