@Relation EEGDataTesting_44

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4278.46,4026.67,4268.21,4126.67,4333.85,4611.28,4042.56,4596.92,4176.92,4220,4190.77,4273.85,4611.79,4341.54,4140.9,4042.1,4070.86,3987.75,4021.96,3973.95,4051.23,3951.75,4042.41,3981.38,4075.51,4010.56,3990.38,4013.62,3993.03,4086.88,3992.36,3958.67,4170.16,4151.08,4135.49,4167.55,3966.56,4173.49,4019.19,4159.32,4112.18,4102.33,4199.3,4083.26,1
4277.95,4009.23,4245.13,4092.82,4345.13,4616.41,4102.56,4618.46,4212.82,4233.33,4211.28,4275.9,4605.13,4340.51,4080.83,4133.96,4099.74,4024.4,4022.66,4155.78,3966.32,4058.85,3999.46,4109.24,4099.11,4036.48,4140.86,4135.58,4053.54,3998.56,3982.16,4059.83,4085.04,3966.1,4030.98,4032.01,3957.89,3970.0,4014.53,4164.72,4004.44,4002.12,4015.77,4167.38,1
4288.21,4023.59,4263.59,4136.41,4344.1,4636.41,4070.77,4602.05,4192.31,4236.41,4195.38,4275.9,4603.08,4343.59,4195.82,4199.83,4027.62,4082.63,3973.46,3993.37,4110.28,4066.37,4093.85,4148.17,4004.28,4171.59,4059.77,4135.86,3972.58,4134.68,4017.98,4102.43,3967.46,4190.81,4028.63,4110.88,4137.51,4037.33,4006.6,4043.22,4120.62,4179.56,4032.09,4030.67,0
4263.59,3964.1,4243.08,4091.28,4327.69,4611.79,4063.59,4606.67,4195.38,4231.28,4195.38,4272.82,4604.1,4348.72,4157.56,4131.56,4148.78,3969.94,4196.97,4102.16,4121.29,4001.72,4178.06,3986.89,4091.89,3965.15,3991.92,4169.61,4139.6,4122.77,4051.04,4136.48,4082.64,3980.64,3955.0,4158.56,4089.11,4030.22,4072.75,3989.73,4016.69,4120.45,4196.44,3951.74,1
4300.51,3993.33,4263.59,4106.67,4331.79,4622.05,4079.49,4610.77,4203.08,4229.23,4202.56,4285.13,4597.44,4380.51,3992.67,4129.01,4061.12,3979.85,4087.79,4191.49,4173.82,4116.1,3953.69,3951.96,3964.32,4050.01,4106.74,4106.74,4062.09,4010.31,4133.78,4029.2,4047.91,4109.35,4192.64,4056.62,3969.02,4034.47,4030.53,4015.26,4010.91,3969.44,4195.36,4156.07,0
4306.67,4022.56,4267.69,4136.92,4340.51,4618.46,4093.85,4616.92,4208.21,4241.03,4205.13,4280.51,4601.03,4347.18,4172.02,3984.07,3995.45,4102.01,4062.06,4121.95,4065.88,4118.19,3987.51,4030.48,4069.33,4055.56,3998.83,3979.63,4161.85,4188.83,4082.76,4097.03,3990.82,4193.53,4085.23,4135.17,4071.97,4114.49,4184.05,3979.38,4006.3,4189.71,4111.89,4123.36,1
4288.21,3987.18,4259.49,4120,4320,4617.44,4057.44,4598.46,4177.95,4193.33,4172.82,4265.64,4574.36,4339.49,4142.58,4011.7,4038.46,4172.21,4029.65,4099.46,4033.97,4073.55,4101.15,4181.49,4024.44,4015.82,3998.83,4109.5,4192.23,4130.92,4143.82,4150.81,4161.24,4111.25,4044.53,4076.59,3995.95,4050.44,4188.01,4161.08,3978.19,3976.4,4161.03,4084.07,1
4286.67,3993.33,4249.23,4110.77,4322.05,4606.67,4073.33,4589.74,4181.54,4201.03,4132.31,4269.23,4577.44,4340.51,4160.22,4168.31,4081.86,4059.05,3990.54,4026.7,4140.93,4054.51,4147.52,3981.16,4170.07,4096.99,4143.95,3981.77,4192.57,3962.49,4088.58,3983.97,4137.19,4173.61,4044.74,4114.46,4117.32,3982.94,3978.74,4009.54,4042.3,3997.32,3961.6,4198.94,0
4353.85,4070.26,4282.05,4140.51,4360,4624.1,4109.74,4608.72,4206.67,4225.13,4206.67,4287.18,4615.9,4392.82,4194.8,4134.61,4030.97,4001.5,4094.77,4148.63,3950.05,4159.16,3978.48,4005.57,4055.69,4157.32,4122.22,3965.43,4039.9,4184.36,4169.27,3973.07,4022.46,4000.46,4041.49,3960.93,4084.06,4001.67,4130.91,4193.62,4003.13,4093.81,4182.24,4046.01,1
4242.56,3966.15,4235.9,4095.38,4332.31,4626.67,4094.87,4612.82,4200,4213.33,4193.33,4260,4574.87,4328.72,3957.12,4101.8,4192.59,4157.35,4151.2,4024.54,4148.4,4125.14,4121.71,4085.5,4041.77,4124.3,4074.62,4137.69,4116.29,4059.69,4108.32,3982.16,4022.57,4132.67,4150.52,3999.16,4043.99,4058.93,4081.09,4036.13,3999.02,3965.85,4004.01,4109.62,0
4299.49,3994.36,4264.62,4113.85,4332.82,4628.21,4082.56,4625.64,4212.31,4245.64,4210.26,4288.72,4596.92,4372.82,4174.19,4168.23,4135.58,4026.78,3992.21,3955.89,3979.29,4103.17,3970.3,4056.06,4076.68,4030.48,4074.85,4138.4,4182.08,4052.67,4054.86,3975.34,3954.18,3969.38,3993.97,4018.99,4003.13,4141.6,4050.6,3991.41,4130.19,4160.38,3954.95,4145.83,0
4310.77,3995.38,4275.38,4125.64,4332.31,4614.87,4061.03,4606.67,4192.82,4215.9,4189.23,4290.26,4603.59,4361.03,4019.21,4095.6,3958.75,4012.65,4116.29,4172.12,4003.5,4147.51,4081.35,4078.36,4101.95,3990.66,3981.38,4030.05,3954.52,4114.22,3987.16,4084.21,4176.38,4138.99,4184.39,3957.32,4145.86,4076.78,4117.67,4173.8,4085.81,4033.7,3982.85,4061.45,1
4277.95,4006.67,4262.56,4121.54,4322.56,4615.9,4069.23,4593.33,4177.95,4215.38,4183.59,4268.21,4580.51,4336.41,4142.79,4050.42,4026.66,4144.09,4121.1,4005.75,4163.35,4005.18,4079.95,4003.09,4133.02,4009.72,4100.33,4146.0,4110.93,3950.45,4025.33,4049.04,4105.64,4139.54,4035.21,4116.39,4087.63,4157.11,4192.52,4119.64,4108.08,4010.32,3958.87,3959.6,0
4317.95,4036.92,4266.67,4124.62,4347.69,4617.44,4103.59,4609.74,4207.18,4222.56,4209.74,4287.18,4622.05,4367.69,4036.29,4029.56,4075.96,3959.26,4194.38,4153.45,4119.78,4082.59,4156.51,4080.83,4084.0,4098.61,3991.95,4158.23,4053.1,4102.4,4047.04,4154.91,4167.94,4178.4,4051.69,4039.51,4071.15,3970.09,3982.24,4093.9,4145.68,4083.02,4070.67,4091.02,1
4278.97,4018.97,4258.97,4112.82,4334.36,4606.15,4043.08,4607.69,4190.77,4221.03,4193.33,4269.74,4611.79,4346.15,4195.81,4088.1,4085.99,4148.6,3966.3,4150.06,3973.2,3979.34,4090.69,4198.08,4181.49,4141.62,4148.96,4167.44,4129.66,3972.64,4172.27,4038.63,4088.93,4059.27,4087.07,3968.61,3997.53,4031.84,4028.51,4051.31,4008.63,4137.48,4026.21,3981.63,1
4284.62,4009.23,4260,4106.67,4325.13,4618.46,4088.21,4605.13,4191.79,4214.36,4183.59,4267.69,4574.87,4353.85,4062.14,4118.04,4017.86,4122.04,3974.84,3979.58,3961.04,4035.3,4000.17,4074.36,4121.75,4191.35,4052.83,4050.14,4178.1,3960.13,4196.48,3986.19,4131.22,4046.98,4031.51,4042.12,3963.58,4074.63,4118.42,4118.11,4106.98,4031.69,3975.58,4048.97,0
4318.97,4007.18,4247.69,4114.87,4322.05,4603.08,4064.1,4591.79,4176.41,4208.21,4190.26,4269.74,4592.82,4384.1,4037.85,4026.58,4004.76,4017.24,4179.54,4150.53,4119.84,4147.54,4129.4,4021.31,4123.37,4012.78,4009.5,3994.06,4077.9,4144.31,3987.25,4137.11,4173.92,4106.11,4077.88,4099.11,4131.54,4008.4,4171.34,3975.94,4086.26,4186.36,4191.54,4185.66,1
4340,4041.03,4270.26,4140,4329.23,4602.56,4060,4578.46,4155.38,4206.67,4145.64,4284.62,4604.62,4392.31,4170.24,4099.24,4081.1,4171.67,3993.83,4099.75,4051.77,3972.26,4059.86,3960.97,4029.16,4033.27,4104.69,3978.26,4082.5,4189.74,4004.15,4149.65,3981.53,3951.81,4098.51,4005.72,4100.7,4010.14,4055.8,4066.97,4193.75,4053.88,4109.79,3991.16,0
4319.49,4004.1,4266.15,4118.46,4336.92,4615.9,4071.28,4600,4195.9,4253.85,4211.28,4284.62,4612.31,4379.49,4046.24,3979.36,4071.08,3998.08,4024.43,3994.15,3987.78,4167.45,3957.9,4105.19,4139.53,4057.19,4161.64,4095.2,4180.41,3987.6,4131.78,4093.71,4041.82,4052.25,4178.55,4173.08,3999.5,3999.82,3987.66,4121.79,4158.82,3964.05,4146.6,4012.04,0
4290.26,4039.49,4264.62,4160,4344.1,4618.46,4058.46,4601.54,4195.9,4212.31,4176.92,4270.26,4557.44,4325.64,4001.64,4195.61,4114.2,3967.18,4022.52,4171.27,4073.28,4036.07,4098.89,4148.79,4143.08,4117.61,4019.59,4054.13,4198.35,4119.05,4150.84,4095.3,4066.97,4042.55,4016.12,4102.25,4048.87,4141.13,4119.49,4007.9,4135.98,4076.02,3973.61,4161.87,1
4297.44,3996.41,4266.67,4112.82,4338.97,4625.64,4086.67,4621.54,4214.36,4245.64,4205.64,4284.62,4601.03,4375.38,4192.84,4175.72,4080.79,4031.27,3975.73,4079.97,4179.7,3975.02,4031.51,4090.41,4018.94,4092.16,3963.5,3954.56,3986.09,4100.6,4043.35,4046.67,4101.73,3965.87,4147.69,4032.19,4199.72,4145.48,4054.78,4130.95,4166.54,4182.41,4012.62,4166.92,0
4297.95,4021.03,4273.85,4117.95,4330.77,4624.1,4086.67,4614.36,4207.69,4238.97,4206.15,4289.74,4603.08,4377.44,3971.27,4067.39,4191.68,4025.58,4028.16,3960.47,4022.93,4042.98,4068.62,4075.72,4090.66,4128.54,4153.33,4035.07,4071.47,4077.12,4113.58,4156.7,4027.83,4084.8,4060.2,4073.42,4035.03,4128.5,4192.86,4110.52,3979.81,4145.85,4058.52,4060.09,0
4311.79,4043.08,4277.44,4158.46,4348.72,4614.36,4074.36,4596.92,4185.64,4231.28,4197.44,4274.36,4601.54,4350.77,3974.55,4048.84,4145.05,4027.43,3981.14,4182.38,4195.26,4099.27,3955.54,4145.41,4144.74,4163.39,4048.67,3974.22,4151.98,4033.37,3966.55,4019.13,4044.6,4198.22,4001.15,4083.4,4053.55,3987.34,4011.39,4015.39,3972.33,4020.15,3962.64,4049.48,1
4315.9,4003.59,4257.44,4122.56,4341.54,4588.21,4088.21,4607.18,4188.21,4216.92,4200,4270.26,4621.54,4378.97,3975.27,4038.54,4038.35,4044.6,4045.39,4064.38,4059.58,3975.91,3984.6,4150.68,4011.07,4070.74,3954.56,4040.46,4171.27,4042.77,3950.16,4164.6,3985.13,4183.46,4112.98,4177.65,4021.93,3970.12,4181.18,4036.57,4124.95,4196.02,4029.16,3992.99,0
4289.74,3994.87,4266.67,4117.44,4329.74,4624.62,4069.23,4608.21,4203.08,4238.97,4207.69,4286.67,4624.1,4355.9,4164.3,3985.5,4185.28,4064.47,4059.08,4189.71,4067.48,4115.54,4080.78,3956.64,3988.63,4191.11,4076.1,4050.29,4020.86,4191.84,3998.71,4044.08,3979.71,4183.39,3950.99,4107.26,3987.48,4063.08,4183.08,4037.48,4079.4,4192.42,4198.9,4155.39,0
4301.54,4003.08,4236.41,4110.77,4327.69,4592.82,4076.92,4618.97,4195.38,4217.95,4207.18,4279.49,4602.56,4355.38,4077.17,4148.48,4088.84,4098.82,4120.87,4157.93,4041.71,4181.36,3992.78,4141.27,4045.62,4049.81,3988.78,4174.7,4005.0,4134.02,4139.33,4143.09,4128.54,4153.18,4092.55,3982.6,4069.29,4180.08,4106.9,4084.76,4073.86,4034.08,4083.88,4059.92,0
4283.59,4030.77,4267.18,4130.77,4342.05,4611.79,4038.97,4605.64,4190.77,4228.21,4202.05,4273.85,4618.97,4344.62,4066.16,4097.42,4007.13,3974.11,4131.14,4003.52,4000.14,4161.44,4037.19,4136.81,4137.57,3984.1,4065.79,3989.11,4187.32,4104.38,3982.61,3950.3,4057.73,4185.99,3977.32,4059.21,4174.95,3956.67,3951.86,3954.83,3967.61,4054.72,4129.7,3958.77,1
4292.82,4007.18,4250.26,4122.56,4331.79,4614.87,4073.85,4588.72,4189.74,4234.36,4192.31,4266.15,4590.26,4334.87,4108.08,4137.08,3994.52,4045.18,4118.37,3981.47,4161.41,4176.0,3956.19,3953.66,4040.39,4098.1,4076.04,4028.77,4147.4,4157.51,4133.05,4035.81,3983.01,3997.95,3962.79,4154.74,4028.28,3990.22,4117.29,4188.83,4068.69,4150.8,4134.12,4093.45,1
4420,4070.77,4295.38,4151.28,4346.15,4625.13,4082.05,4608.72,4199.49,4257.95,4239.49,4315.38,4671.28,4463.59,4124.32,3957.97,4173.5,4092.24,4006.29,4085.95,4007.1,4035.18,4024.9,4104.06,4147.81,4110.99,4155.54,3973.44,4137.91,3977.41,4002.2,4005.06,4107.81,4043.75,3950.17,4080.35,4161.03,4049.62,4193.68,4007.91,4092.46,4050.93,4046.84,3977.09,0
4289.74,4006.15,4245.13,4112.82,4331.28,4615.38,4070.77,4606.15,4195.38,4227.69,4187.18,4268.72,4598.97,4357.44,4035.6,4019.47,4065.21,4069.81,3994.95,4119.46,4125.91,4177.89,3959.44,4148.2,4106.08,4071.05,4162.41,4164.69,3969.03,3953.26,4042.62,4001.34,4104.71,3982.81,4079.67,4124.67,4153.24,4070.26,3964.2,4192.83,4056.71,3988.38,4053.05,4019.38,0
