@Relation EEGDataTesting_84

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE Feature75 NUMERIC
@ATTRIBUTE Feature76 NUMERIC
@ATTRIBUTE Feature77 NUMERIC
@ATTRIBUTE Feature78 NUMERIC
@ATTRIBUTE Feature79 NUMERIC
@ATTRIBUTE Feature80 NUMERIC
@ATTRIBUTE Feature81 NUMERIC
@ATTRIBUTE Feature82 NUMERIC
@ATTRIBUTE Feature83 NUMERIC
@ATTRIBUTE Feature84 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4347.18,4010.77,4281.54,4129.74,4322.05,4606.15,4064.62,4629.74,4207.18,4236.92,4216.92,4292.31,4623.59,4402.05,4046.5,3975.8,4028.41,3959.71,4124.96,4117.41,3950.9,4112.81,4002.86,4093.08,3992.19,4155.2,4091.25,4184.04,4075.33,4058.71,3951.34,4188.1,4104.61,4087.14,4015.39,4066.91,4000.2,4179.74,4057.97,4123.71,4118.83,4192.05,3974.87,4017.87,4003.07,4067.41,3968.39,4113.85,4167.34,3960.69,4181.93,4140.01,3959.79,4067.24,4006.39,4087.27,3964.08,4165.79,3952.77,3971.73,4119.57,4094.85,4027.56,4126.11,3975.78,3998.05,4198.23,4052.13,4129.18,4167.45,4093.34,4070.35,4032.0,3957.52,4132.71,4141.0,4105.41,4119.65,4141.46,4054.34,3969.63,3985.33,4087.01,3980.01,1
4308.21,4008.72,4264.62,4122.56,4340.51,4615.9,4061.03,4613.33,4198.97,4234.36,4176.92,4277.95,4606.15,4365.64,4079.71,4078.03,3987.3,4123.56,4158.17,3967.81,4049.96,4104.08,3978.88,4086.41,3977.39,3978.71,4021.55,4166.16,4063.45,4185.92,4062.79,4130.38,4003.39,4073.86,4183.93,3951.81,4009.79,4122.32,4102.42,3996.01,4165.04,4022.53,4181.43,4039.96,3989.88,4027.01,4083.6,4088.28,4043.26,4081.78,4079.09,3961.01,3998.46,4153.65,4013.22,4162.34,3976.12,3955.29,4011.0,4023.28,4169.39,3950.05,4171.76,4189.08,4187.89,4068.42,4112.34,4048.05,4110.19,4145.26,3994.06,4139.17,4156.79,4184.15,4145.39,3988.51,4173.61,3986.03,4097.75,4081.05,4176.09,4038.34,4055.94,4104.72,1
4280.51,4003.08,4252.31,4096.92,4341.03,4617.95,4057.44,4601.54,4193.33,4228.72,4206.67,4273.33,4625.64,4345.64,4028.27,4090.77,4013.66,4029.86,4178.53,4137.77,4077.5,4001.76,4121.02,4051.85,4033.52,3968.17,4027.83,4044.82,4136.77,3989.0,4119.72,4093.83,3983.66,4028.34,4116.89,4055.31,4055.42,4127.7,4013.04,4029.87,4171.12,4058.93,4156.99,4152.17,4044.15,4126.76,3976.11,4139.3,4031.08,4171.07,4175.52,4043.04,4057.85,4093.08,4009.49,3954.85,4135.3,4101.69,4103.55,4171.02,4048.48,3989.1,4056.67,4004.54,4158.45,4128.37,4166.95,3991.75,3969.86,4175.37,3983.75,3956.69,4076.29,4081.12,4028.07,4178.75,4175.27,4047.11,3953.23,4005.49,4080.12,4001.27,4190.59,4085.87,1
4346.15,3991.28,4282.05,4151.28,4334.87,4615.9,4071.79,4616.41,4203.08,4232.31,4188.21,4296.41,4634.87,4413.33,4103.65,4143.03,4147.13,3960.51,3956.43,4023.4,4151.1,4142.48,4058.28,4066.7,4056.97,3973.97,4009.21,4134.09,3952.86,4073.65,3998.54,3982.01,4050.9,4130.95,3981.3,4185.06,3987.09,4046.92,4001.31,3987.6,4005.89,4183.16,3962.46,4105.27,4041.24,4015.1,4005.84,4080.3,4158.14,4078.95,4102.2,3971.72,3973.87,3968.51,4148.7,4023.27,4130.77,4031.56,4191.74,4185.73,4149.95,3970.72,4082.79,4182.58,4034.94,4083.02,4087.04,4128.45,4018.9,4065.54,4082.86,4076.38,4120.32,4188.58,4012.28,4038.85,4070.28,4019.42,4099.78,4030.66,4171.66,4164.0,4197.37,4099.77,1
4305.64,4024.1,4267.69,4131.28,4342.56,4622.56,4090.77,4601.54,4206.67,4250.77,4208.21,4281.03,4603.59,4342.05,4187.33,3979.6,4063.44,4178.59,3989.39,4139.33,3954.74,4037.23,4018.5,4028.29,3992.63,4178.09,4060.86,4097.27,4195.5,4079.3,4055.52,4170.84,4014.68,4040.62,4035.74,4197.17,4034.26,4085.5,4130.15,4171.69,4038.33,4095.47,3996.96,4048.32,3959.44,4167.3,4147.6,4072.44,4034.78,4186.09,3993.44,4027.2,4057.04,3970.65,4170.35,4114.55,4013.64,3950.05,4154.22,4177.68,4011.87,3950.48,4002.59,3969.09,3985.79,4030.82,4194.04,4184.9,4172.8,3953.05,4030.65,4043.73,4165.75,4079.79,3970.4,3988.95,4158.25,4096.38,3958.74,4173.36,4047.48,4151.02,4058.58,4170.18,1
4329.23,3976.92,4248.72,4122.56,4343.59,4603.59,4068.72,4592.82,4178.97,4210.77,4185.13,4269.23,4577.44,4371.79,3996.04,4061.2,4120.06,4109.22,4155.45,4173.22,4136.16,4008.56,3961.49,4155.99,4127.99,4017.53,4173.98,4058.44,3978.83,3987.63,4157.38,4151.4,4110.68,4056.11,4011.97,4020.55,4134.65,3999.59,4093.08,4132.33,4063.13,4191.86,4093.84,4001.15,4059.34,4079.29,3957.42,4049.98,3997.53,3983.34,4175.44,3973.02,4069.17,4147.39,4115.64,4024.18,4180.87,4194.2,4005.1,4005.45,3990.64,3996.65,4171.92,4067.38,3985.26,4075.13,3975.07,4030.19,4036.07,4195.4,4069.63,4183.81,4051.31,4142.74,3976.44,4017.72,4122.12,4001.31,4141.53,4101.99,4022.76,4197.35,4182.49,3958.71,1
4284.1,3961.03,4269.23,4106.67,4337.95,4631.28,4084.1,4638.97,4212.82,4248.72,4222.05,4295.38,4622.05,4344.1,4112.8,3982.21,4024.15,4034.18,4149.43,4079.42,4184.87,4177.47,3971.14,4125.07,3959.37,4085.32,3985.4,3986.25,3956.15,4158.62,4064.99,4004.18,4028.69,4083.36,4025.43,4131.59,4004.59,4038.15,4113.61,4164.24,4078.31,4192.54,4055.07,4088.21,4081.12,4060.87,4074.3,4102.52,4033.1,3965.63,4146.7,4049.81,4114.03,4004.36,4051.78,4145.06,4037.85,4171.81,4069.32,4075.18,4065.66,4048.82,4090.0,4036.71,4092.56,4144.16,4067.21,3975.75,4195.35,4196.74,4186.03,3972.09,4040.17,4191.26,3973.43,3994.9,4002.03,4080.6,4102.34,4158.6,4062.02,4040.0,4044.76,4107.34,0
4278.97,3992.31,4250.26,4113.33,4329.23,4615.38,4076.92,4622.05,4204.1,4220.51,4191.79,4273.33,4576.92,4316.41,4045.65,3974.98,4098.03,4073.09,4001.45,4093.29,4065.98,4163.25,4141.7,4078.38,4186.47,4188.22,3999.46,4048.39,4111.96,4031.57,4083.63,4167.52,4067.34,4066.8,4103.58,4039.64,3990.05,4154.89,4145.95,4106.86,4187.77,4044.41,3960.11,3963.75,4109.79,4004.97,3982.67,4148.23,4006.45,3972.35,4077.4,4135.59,4015.58,4094.71,4103.54,4046.07,4086.76,4167.72,3973.06,4051.52,4006.08,3977.46,4163.41,4122.13,4114.87,4064.41,4120.84,4111.42,4104.85,4169.03,4126.26,4197.91,4135.51,4162.89,4140.45,4009.57,4181.03,4136.3,4104.0,4089.17,4030.81,4097.66,4126.77,4026.83,0
4254.87,3990.77,4249.23,4110.77,4342.05,4624.62,4102.05,4612.82,4193.85,4202.05,4184.62,4269.23,4548.21,4328.72,4121.75,4114.66,3983.05,4086.88,4069.87,4180.5,3979.04,4021.71,4140.38,4092.32,4046.9,4121.46,4126.46,4191.9,3985.62,4044.35,4033.99,4047.09,4119.9,4178.77,4056.25,4161.03,4172.11,3973.89,4134.97,4102.88,4059.21,3994.18,3950.44,4071.81,4097.52,4158.76,4178.0,4147.89,4019.26,3996.69,4132.91,4199.68,4061.71,3999.92,4198.58,3995.19,4120.89,4060.42,4096.47,4071.21,3950.06,3991.1,4132.96,3966.96,3950.24,4046.83,4022.5,3955.77,4037.56,4075.63,4071.76,4042.82,3963.24,4018.01,4019.81,4098.26,4024.54,3979.89,4144.16,4117.99,3954.17,3963.63,4183.64,4154.31,1
4289.74,3994.87,4250.26,4123.59,4323.59,4618.46,4048.21,4611.28,4194.36,4237.44,4207.69,4279.49,4611.28,4354.87,3998.52,3963.2,4147.21,4164.29,4080.89,4047.15,3959.82,4060.65,4044.49,4167.5,4016.58,4094.21,4084.96,4006.59,4038.71,3954.73,4184.12,3988.98,4047.18,3977.59,4085.79,4174.14,4197.96,4119.23,4041.38,4182.98,3958.44,4172.71,4047.67,4164.54,4046.75,4005.53,4012.9,4117.93,4177.2,3995.98,4117.1,4187.14,4031.35,4168.53,4137.72,4079.63,3976.06,4086.56,4028.92,4080.01,4036.9,3968.53,4011.13,4128.45,4176.65,3992.77,4135.4,3983.22,3983.99,4082.08,4046.31,4020.48,4137.32,4171.35,3989.69,4041.43,3966.96,4112.75,3972.49,4038.27,3975.98,4082.91,4030.27,4064.98,0
4294.87,4038.97,4265.13,4151.79,4350.77,4624.1,4075.38,4614.36,4202.05,4237.44,4193.33,4265.64,4596.41,4332.31,3973.18,3966.39,4078.36,4004.15,4009.0,4027.05,4081.94,3970.89,3975.7,4185.73,4050.81,4091.52,4182.98,3962.9,3990.16,3953.53,4030.7,4157.67,4123.35,4104.67,4032.67,4001.41,4195.52,4109.97,4124.41,3966.84,4135.76,4026.8,4169.12,4143.27,4141.16,4005.22,4145.79,4137.57,4155.73,4151.0,4104.66,4016.49,4047.92,4049.59,4113.19,4128.22,3970.19,4061.41,4065.92,4126.43,4113.23,4127.52,3990.08,4171.69,3998.09,4024.86,4101.78,4083.01,3961.71,4178.92,4165.07,4112.33,4054.52,3981.6,3987.26,4164.29,3997.61,4102.16,4049.88,4089.48,4040.34,4156.54,4164.03,3966.34,1
4284.62,4014.36,4274.36,4122.05,4337.95,4614.87,4052.31,4611.79,4200.51,4237.95,4210.26,4291.28,4627.69,4342.56,4021.18,4093.94,4135.38,3967.65,4045.03,4092.73,4095.51,4099.98,3996.13,3994.3,4074.3,4009.17,3996.48,4186.26,4023.56,4108.83,4021.49,4069.07,4164.96,4014.64,4053.09,3982.94,4124.73,4027.44,3973.49,4138.34,4123.31,4088.78,3993.77,4078.35,3992.53,3965.04,4057.02,4127.27,4125.47,4126.07,3976.47,4106.02,4192.1,4143.08,4179.34,4043.12,4063.02,4056.04,3990.11,4098.44,4045.61,4071.28,4109.1,4174.74,4087.32,4011.07,4154.67,4008.85,4074.35,4123.29,3992.1,4064.75,4181.38,4152.53,4013.22,3995.4,4176.7,4190.23,3965.91,4015.52,4111.46,4057.96,4180.89,4041.39,1
4344.1,3966.67,4262.56,4113.85,4321.03,4615.9,4084.1,4624.1,4211.79,4258.46,4206.67,4304.62,4701.54,4438.97,4168.63,4194.35,4123.52,3983.43,4095.57,4069.73,3997.15,4006.31,4094.75,4003.49,3993.13,4136.16,4166.58,4146.72,4014.8,3997.77,4193.88,3989.18,4076.92,4031.55,3988.92,4065.13,4011.88,4010.36,3999.36,4005.98,4192.74,4111.95,4138.02,3972.22,3973.5,3950.12,4172.63,4046.64,4176.36,4053.28,4135.64,4106.96,4186.01,4059.72,4060.61,4121.08,4065.68,4184.89,4073.75,4056.09,3953.14,4103.59,4093.33,4045.99,4044.83,4184.54,4001.6,4006.49,4194.83,4139.04,4186.02,3965.32,4040.73,3950.11,4056.8,4037.66,4191.79,4049.9,4045.87,4028.2,4129.08,4141.94,4153.8,3956.9,1
4272.82,3989.74,4245.13,4081.03,4332.31,4617.44,4081.54,4615.38,4196.92,4227.18,4194.36,4266.67,4586.67,4330.26,4096.47,4059.31,4024.26,4091.35,3962.87,4005.29,4046.32,4173.32,3978.45,4074.71,4146.79,4108.21,4186.88,4101.51,4187.65,3973.4,3991.11,4157.23,4036.31,4035.73,3964.13,4123.26,4112.67,3976.8,3988.13,3950.58,4073.95,3956.53,4045.42,3969.74,4000.62,4136.43,4024.8,3986.26,4125.93,4192.98,4171.21,4086.49,3961.23,4093.97,4016.41,4084.5,4197.09,4187.08,4197.72,4100.48,4023.69,4025.5,4166.26,3993.73,4067.19,4092.79,4027.56,4127.4,4094.2,4152.2,4187.86,4137.73,4084.13,4166.82,4121.54,4161.81,3993.92,4022.93,4103.58,4010.36,4061.44,4073.2,3973.81,4038.85,0
4301.03,4013.85,4263.59,4118.46,4341.03,4617.95,4089.23,4625.13,4215.9,4238.46,4215.38,4285.13,4612.82,4371.28,4140.25,4146.6,4097.23,4199.67,3991.87,4043.72,4055.17,4120.44,4043.28,4156.93,4133.06,4168.02,4182.25,4026.3,4131.0,4071.26,4147.09,4175.23,4136.2,4044.98,4126.96,4074.89,4006.05,4084.12,4176.32,3957.96,4044.42,4178.01,4015.37,4193.15,4033.94,4090.51,4078.28,4010.78,4069.24,4012.59,3964.02,4116.09,3956.14,4197.38,4167.12,4129.91,3987.39,4070.43,4141.15,4186.05,4124.63,4156.24,4047.29,3972.71,4159.6,4020.8,3996.1,4136.71,4023.13,4032.74,3968.54,4087.94,4143.19,4157.49,3973.89,3950.82,4172.49,4156.0,4055.14,4084.61,4096.76,4161.24,4076.98,4139.19,1
4295.9,4039.49,4265.64,4150.77,4351.79,4626.15,4074.87,4607.69,4192.31,4228.72,4188.21,4257.95,4587.18,4330.77,3951.91,4051.39,4187.31,4151.81,4159.76,3978.39,4046.76,4153.86,4133.1,4033.07,4039.06,4002.1,4174.85,4087.38,4143.42,3981.53,3991.48,4191.92,4051.31,4126.04,4125.94,4184.8,3958.77,4082.25,4047.04,4103.56,4189.58,4088.2,4191.22,4119.07,4067.33,4100.44,3984.33,4181.0,4141.86,4116.43,4075.58,4069.02,3966.29,4153.45,4110.24,4140.43,4058.07,4095.99,4041.22,4104.7,4066.63,4126.16,3998.98,4101.08,4043.76,3972.11,4002.17,4165.94,4073.47,4066.13,4143.38,4165.57,4104.11,4108.86,4094.86,4042.47,3969.03,4070.84,4005.08,3973.24,4002.42,4085.23,4139.9,4175.44,1
4311.79,4007.69,4280.51,4132.82,4343.59,4624.62,4090.77,4629.23,4219.49,4262.56,4223.08,4296.41,4627.69,4378.97,4189.56,4131.27,4005.55,4064.2,4038.35,4082.72,4194.01,3980.58,4060.27,3959.24,3997.15,4010.89,4181.01,4017.53,4125.33,4059.25,4043.75,4159.39,4009.8,4154.83,4064.14,4030.24,4092.6,4145.68,4058.65,4152.33,4100.06,4113.73,4060.35,4137.77,4104.76,4160.42,4110.3,4019.44,3994.77,4144.29,3957.58,3957.4,3958.86,3982.35,3995.33,3957.38,4135.32,4165.37,4062.73,4126.72,3971.47,4065.32,3976.32,4199.72,4145.35,4018.32,3971.39,4098.92,3965.97,4097.81,4041.98,3973.02,4180.01,3975.2,3973.84,4063.85,4198.84,4141.73,4096.08,4004.94,4005.86,4110.51,4046.99,3997.8,1
4369.74,3982.05,4264.62,4122.56,4344.1,4606.15,4070.77,4594.36,4176.92,4235.38,4208.21,4286.67,4626.15,4422.56,4130.95,4155.76,4013.42,4130.19,4054.86,4132.46,3973.17,4160.19,3999.21,4048.51,4185.89,3977.46,4135.62,4031.97,4101.29,4161.9,4185.13,4145.61,4052.74,3969.08,4187.74,4075.31,4128.6,4018.05,3985.07,4043.94,4022.73,4013.65,3983.86,4046.36,3953.02,4051.17,4195.98,4024.63,4133.95,4129.87,4084.25,3985.81,4004.34,4185.93,4002.66,4130.19,4082.69,3969.34,4070.23,4197.81,4041.7,4029.13,4144.24,4197.02,3977.27,4068.04,4149.01,3990.92,4094.83,4188.92,4136.61,4014.14,4029.93,4138.21,4009.39,4072.37,4073.81,4138.62,4151.74,4023.6,4198.63,4035.43,4096.05,4133.74,1
4298.46,4003.59,4263.59,4121.03,4338.97,4624.1,4070.77,4628.21,4208.21,4238.46,4211.79,4284.62,4589.23,4361.54,4086.48,4154.1,3952.73,4112.04,4147.64,3974.31,4093.16,4115.54,3971.35,4153.18,4098.56,4126.83,3983.29,3970.71,4151.79,4132.12,3996.77,4054.36,4137.33,4180.74,3968.93,4048.66,4166.32,4120.4,4075.21,3955.95,3992.78,4121.78,4161.54,4119.19,4040.63,4123.48,4015.97,4067.35,4014.02,3979.93,4143.6,4082.46,4036.33,4159.15,4197.87,4187.45,4142.59,4120.26,4047.2,4114.34,4065.84,4164.92,4000.82,4038.11,4077.52,4071.42,4113.94,3982.55,4143.54,3976.2,4178.39,3988.3,4143.97,4036.69,4087.65,4070.23,4013.45,3959.58,4152.98,4046.41,3981.42,4012.66,4130.4,4059.9,0
4286.15,3978.46,4253.85,4111.79,4346.67,4617.95,4080,4616.41,4191.79,4234.87,4203.08,4280,4608.72,4353.33,4065.14,3986.04,4006.37,4028.14,3952.87,4163.42,4089.48,4019.48,4145.5,3982.74,4020.99,4191.63,3979.23,4027.5,4115.17,4058.29,3960.3,4145.13,4142.95,3976.36,4132.03,4033.59,4116.7,4018.61,3961.41,4144.81,4179.95,4076.08,4051.37,3971.71,4173.87,4089.62,4016.69,3984.95,4084.39,4177.91,3963.95,4110.13,3956.89,4020.09,4150.65,3997.01,3994.24,4175.58,4156.49,4076.33,4178.39,4031.7,4176.69,4084.66,4140.53,4055.52,3963.24,3984.69,4149.18,4038.36,4110.17,4163.38,4185.77,4152.59,4079.59,3960.43,4091.25,4183.38,4073.35,4177.09,4199.06,4150.91,4045.47,3959.53,1
4357.44,4001.03,4272.82,4138.46,4323.08,4601.03,4061.03,4586.67,4177.95,4225.13,4188.72,4295.38,4649.23,4428.21,4116.09,4198.35,4059.97,4086.49,4099.44,4162.44,4034.4,4172.03,4111.48,4040.71,3970.74,4058.61,3952.1,4019.51,4000.91,4014.26,4177.43,4006.88,4096.48,4014.63,4183.15,4043.93,4001.5,4072.98,4181.19,4159.53,4019.61,4144.31,4085.16,3999.24,4078.28,4169.75,3976.09,4108.46,3983.18,4088.59,3968.19,4102.6,4196.75,4124.81,4028.85,4195.03,4128.44,4089.96,4071.81,4112.94,4181.36,4138.32,4128.09,4008.61,3957.79,4141.72,4177.23,4038.19,4198.47,4120.42,3992.06,4139.67,4049.64,3964.97,3989.87,4128.77,4028.15,4176.7,3997.58,4050.95,3999.59,4191.61,4120.83,3980.78,1
4350.26,3990.26,4271.28,4113.85,4354.36,4632.31,4095.38,4620,4209.23,4246.67,4211.28,4291.28,4628.21,4401.54,4143.26,4037.84,4037.39,3992.15,4035.71,4106.38,4184.75,4085.02,4115.37,3953.5,4179.76,4163.92,4124.77,3998.44,4147.28,4095.98,4187.77,4109.83,3955.89,4151.58,4046.66,3994.66,4135.12,4177.5,4130.94,4080.04,4121.33,4165.46,4094.29,3992.86,4087.97,4164.56,4080.03,3992.11,4116.39,4019.91,4071.01,4143.01,4006.8,4120.83,4068.01,4163.25,3970.74,4140.83,4008.24,4191.58,4112.78,4194.98,4054.17,4159.24,3980.13,4054.09,4085.88,4167.64,3993.78,4032.67,4152.49,4177.63,4140.7,4184.49,4089.58,4093.48,4153.66,4049.82,4184.25,4039.91,4097.2,4035.48,4064.11,4000.05,1
4255.38,3982.05,4252.82,4106.67,4336.41,4616.92,4069.74,4604.1,4186.67,4191.79,4155.9,4262.56,4528.72,4310.77,4004.79,4187.19,4128.85,4178.68,4038.01,4076.46,4101.81,4081.76,4088.23,4066.97,4197.81,4013.88,3959.95,4066.03,4013.28,4034.4,4105.17,4179.67,4031.76,4092.62,4106.7,3958.39,4085.08,4144.5,4142.98,4143.35,4196.31,4168.94,4066.93,3955.04,4167.97,4054.96,4112.58,4169.57,4174.05,4002.52,4153.02,3997.78,4047.43,4150.75,4187.68,4040.93,4102.0,4090.91,3997.42,4182.65,4161.61,4168.7,4001.03,4110.74,4190.72,4138.21,3961.01,4148.21,4084.43,4127.89,4020.22,4135.33,3989.7,4018.99,4164.11,3975.02,4196.16,4086.86,3960.91,4138.04,4105.8,3959.63,4136.02,4018.61,1
4270.77,4004.62,4230.77,4114.87,4344.62,4619.49,4096.41,4589.23,4186.67,4204.62,4171.79,4252.31,4556.41,4304.1,4013.64,4134.78,4122.92,4152.07,4030.0,4067.49,3973.54,4042.65,4172.8,3965.91,4177.24,4046.32,3977.11,4101.5,4111.48,3982.25,4061.93,4085.41,4187.32,4183.57,3988.92,4176.28,4040.14,4178.07,4070.94,4134.47,3969.19,4113.22,4059.4,4187.01,4067.75,4043.76,3952.71,4192.83,4053.56,4023.03,4071.0,4128.35,4022.05,3984.61,4150.76,4037.7,4193.36,4036.92,4152.58,4056.7,4073.41,4156.18,4161.24,3965.91,4030.99,3971.08,4014.19,4143.3,4157.29,4143.49,4179.39,4115.66,4020.83,4149.83,4187.2,4175.28,4086.81,4169.18,4133.64,4194.59,3951.03,4020.15,4122.09,4037.72,0
4277.44,4014.87,4251.79,4117.44,4333.85,4621.03,4087.18,4605.13,4192.31,4213.85,4178.97,4259.49,4567.69,4334.36,4071.79,3973.59,4157.05,3954.4,4095.74,4015.6,4161.83,4040.73,3962.7,4062.32,4098.02,3977.63,3954.33,4171.43,4195.49,4165.16,4118.66,4160.44,4160.54,4062.34,4107.85,3958.74,4124.35,3998.11,4040.96,4182.2,4068.99,4023.06,3971.63,3956.31,4102.0,4004.59,3983.59,4046.97,4145.52,4074.48,4045.29,4084.23,4151.12,3992.68,3981.14,4013.0,4004.75,4186.9,4067.24,4137.0,4098.07,4121.09,4130.17,4099.51,4130.43,4002.09,4197.78,4117.53,4136.19,3977.54,4052.77,3999.43,3954.03,4068.16,4119.3,4106.99,4020.82,4150.51,4180.6,4019.79,3971.68,4176.61,3973.66,4108.79,0
4305.13,4017.44,4264.1,4133.33,4336.92,4619.49,4080,4605.64,4213.33,4260,4212.82,4275.38,4609.74,4342.56,4168.08,4018.09,3970.58,3990.27,4030.67,4198.79,4120.18,4109.47,4183.33,3999.5,4120.96,4187.24,4037.71,4037.55,4035.43,3962.23,4137.47,4124.1,4095.68,3984.53,4049.81,4081.17,4111.57,4134.29,3950.14,4182.12,3998.41,4136.57,4108.72,4036.82,4142.83,4051.61,4075.08,3984.05,4052.08,4161.24,3967.78,4120.22,4071.68,4052.03,4068.28,4155.39,3997.65,4090.83,4051.28,4018.17,4023.92,4082.34,4108.67,4160.38,4035.04,4142.62,3980.01,4054.61,4155.42,3983.43,4039.64,4079.31,4147.28,4009.4,4177.78,4080.38,4182.66,4198.29,3959.68,4065.19,4179.93,4179.97,4194.63,4107.53,1
4316.92,4055.38,4283.08,4155.38,4350.26,4624.1,4080.51,4615.38,4205.13,4252.31,4217.95,4291.79,4623.08,4364.1,3994.19,4118.77,4002.9,3963.71,4151.37,4055.9,4042.95,4026.87,4192.45,4020.7,4112.21,4119.16,4090.42,4126.57,4017.65,4041.13,4090.53,4016.23,4011.15,4096.62,4154.77,4077.58,4177.96,4030.0,3960.6,4146.0,3955.24,4027.37,4145.53,4183.93,4168.46,4043.63,4082.54,4044.52,4088.92,4121.41,4154.82,4098.5,4081.22,4013.44,4111.65,3975.23,4027.71,4173.42,4131.89,4173.37,4096.24,4045.51,4078.55,3978.07,3957.7,4182.42,4049.16,4011.1,4088.6,4161.2,4185.58,4193.35,4178.16,4143.68,4012.28,4138.13,4132.41,4064.42,4112.96,4089.95,4069.89,4014.08,4197.04,3972.37,1
4312.82,4006.15,4260.51,4127.69,4341.03,4586.15,4089.74,4628.72,4215.9,4225.13,4198.97,4274.36,4611.79,4375.9,4138.5,4094.61,4081.92,4032.54,4149.2,4122.86,3995.04,4199.44,4001.49,4181.83,3961.59,4138.03,4043.44,4145.79,3964.82,4021.07,4154.07,4155.85,4066.08,4000.07,3986.55,4161.7,4002.98,4017.85,4004.58,4133.72,4138.52,4029.32,4140.21,4004.31,4015.29,3972.81,4107.23,4115.96,4067.88,4093.59,4170.81,3986.15,4081.12,3985.93,3977.4,4149.7,3998.0,4017.14,4187.01,4161.16,4179.06,4008.6,4143.26,4062.06,4145.97,4032.35,4194.55,4181.29,4059.76,3987.35,4138.44,4150.3,4049.36,3988.0,3999.38,4008.07,4023.7,3958.06,4066.38,4081.96,4038.82,4194.41,3951.65,4099.61,0
